"quad","year","species","count","cover"
"FH27",1929,"Aristida adscensionis","NA",0.05
"FH27",1929,"Bouteloua aristidoides","NA",0.05
"FH27",1929,"Evolvulus arizonicus",2,"NA"
"FH27",1929,"Sphaeralcea spp.",5,"NA"
"FH27",1929,"Unknown",1,"NA"
"FH27",1930,"Ambrosia artemisiifolia",1,"NA"
"FH27",1930,"Annual grass","NA","t"
"FH27",1930,"Sphaeralcea spp.",1,"NA"
"FH27",1930,"Unknown",7,"NA"
"FH27",1931,"Ambrosia artemisiifolia",4,"NA"
"FH27",1931,"Annual grass","NA","t"
"FH27",1931,"Sphaeralcea spp.",2,"NA"
"FH27",1931,"Unknown",7,"NA"
"FH27",1932,"Ambrosia artemisiifolia",20,"NA"
"FH27",1932,"Annual grass","NA",0.2
"FH27",1932,"Eriogonum wrightii",2,"NA"
"FH27",1932,"Unknown",1,"NA"
"FH27",1934,"Ambrosia artemisiifolia",3,"NA"
"FH27",1934,"Annual grass","NA",0.07
"FH27",1934,"Sphaeralcea spp.",3,"NA"
"FH27",1935,"Evolvulus arizonicus",1,"NA"
"FH28",1926,"Ambrosia artemisiifolia",9,"NA"
"FH28",1926,"Aristida adscensionis",170,"NA"
"FH28",1926,"Evolvulus arizonicus",6,"NA"
"FH28",1927,"Ambrosia artemisiifolia",9,"NA"
"FH28",1927,"Aristida adscensionis","NA",0.03
"FH28",1927,"Bouteloua aristidoides","NA",0.03
"FH28",1927,"Eriogonum wrightii",2,"NA"
"FH28",1927,"Evolvulus arizonicus",4,"NA"
"FH28",1928,"Ambrosia artemisiifolia",9,"NA"
"FH28",1928,"Annual grass","NA",0.1
"FH28",1928,"Evolvulus arizonicus",4,"NA"
"FH28",1929,"Aristida adscensionis","NA",0.05
"FH28",1929,"Bouteloua aristidoides","NA",0.05
"FH28",1929,"Evolvulus arizonicus",3,"NA"
"FH28",1929,"Sphaeralcea spp.",5,"NA"
"FH28",1929,"Unknown",4,"NA"
"FH28",1930,"Annual grass","NA","t"
"FH28",1930,"Evolvulus arizonicus",3,"NA"
"FH28",1930,"Sphaeralcea spp.",1,"NA"
"FH28",1930,"Unknown",6,"NA"
"FH28",1931,"Annual grass","NA",0.01
"FH28",1931,"Evolvulus arizonicus",6,"NA"
"FH28",1931,"Sphaeralcea spp.",2,"NA"
"FH28",1931,"Unknown",4,"NA"
"FH28",1932,"Ambrosia artemisiifolia",5,"NA"
"FH28",1932,"Annual grass","NA",0.02
"FH28",1932,"Evolvulus arizonicus",7,"NA"
"FH28",1932,"Portulaca spp.",3,"NA"
"FH28",1932,"Unknown",9,"NA"
"FH28",1934,"Annual grass","NA",0.15
"FH28",1934,"Evolvulus arizonicus",2,"NA"
"FH28",1934,"Sphaeralcea spp.",3,"NA"
"FH28",1935,"Eriogonum wrightii",1,"NA"
"FH28",1935,"Evolvulus arizonicus",3,"NA"
"FH3",1922,"Evolvulus arizonicus",14,"NA"
"FH3",1923,"Evolvulus arizonicus",11,"NA"
"FH3",1923,"Weed","NA",0.01
"FH3",1924,"Evolvulus arizonicus",7,"NA"
"FH3",1924,"Sphaeralcea spp.",6,"NA"
"FH3",1927,"Aristida adscensionis","NA",0.3
"FH3",1927,"Aristida adscensionis","NA",0.4
"FH3",1927,"Boerhavia purpurascens",3,"NA"
"FH3",1927,"Evolvulus arizonicus",1,"NA"
"FH3",1927,"Sphaeralcea spp.",22,"NA"
"FH3",1927,"Unknown",1,"NA"
"FH3",1927,"Unknown","NA",0.5
"FH3",1927,"Unknown Forb",8,"NA"
"FH3",1928,"Annual grass","NA",0.02
"FH3",1928,"Sphaeralcea spp.",13,"NA"
"FH3",1928,"Unknown Forb",2,"NA"
"FH3",1929,"Bouteloua aristidoides","NA",0.01
"FH3",1929,"Sphaeralcea spp.",16,"NA"
"FH3",1930,"Annual grass","NA","t"
"FH3",1930,"Evolvulus arizonicus",3,"NA"
"FH3",1930,"Sphaeralcea spp.",15,"NA"
"FH3",1931,"Evolvulus arizonicus",6,"NA"
"FH3",1931,"Sphaeralcea spp.",16,"NA"
"FH3",1931,"Unknown Forb",8,"NA"
"FH3",1932,"Evolvulus arizonicus",1,"NA"
"FH3",1932,"Sphaeralcea spp.",10,"NA"
"FH4",1922,"Aristida adscensionis","NA","t"
"FH4",1922,"Evolvulus arizonicus",4,"NA"
"FH4",1922,"Sida abutifolia",12,"NA"
"FH4",1923,"Aristida adscensionis","NA",0.02
"FH4",1923,"Eriogonum wrightii","NA",0.02
"FH4",1923,"Weed","NA",0.03
"FH4",1924,"Evolvulus arizonicus",10,"NA"
"FH4",1924,"Sphaeralcea spp.",2,"NA"
"FH4",1924,"Unknown Forb",4,"NA"
"FH4",1927,"Eriogonum wrightii",1,"NA"
"FH4",1927,"Evolvulus arizonicus",7,"NA"
"FH4",1927,"Sphaeralcea spp.",6,"NA"
"FH4",1927,"Unknown Forb",12,"NA"
"FH4",1927,"Weed",25,"NA"
"FH4",1928,"Annual grass","NA","t"
"FH4",1928,"Evolvulus arizonicus",4,"NA"
"FH4",1928,"Hoffmannseggia spp.",5,"NA"
"FH4",1928,"Unknown Forb",7,"NA"
"FH4",1929,"Evolvulus arizonicus",6,"NA"
"FH4",1929,"Sphaeralcea spp.",6,"NA"
"FH4",1929,"Unknown",11,"NA"
"FH4",1930,"Evolvulus arizonicus",12,"NA"
"FH4",1930,"Sphaeralcea spp.",8,"NA"
"FH4",1930,"Unknown",1,"NA"
"FH4",1930,"Unknown Forb",2,"NA"
"FH4",1931,"Evolvulus arizonicus",4,"NA"
"FH4",1931,"Sphaeralcea spp.",7,"NA"
"FH4",1931,"Unknown",3,"NA"
"FH4",1932,"Evolvulus arizonicus",3,"NA"
"FH4",1932,"Sphaeralcea spp.",1,"NA"
"FH4",1932,"Unknown Forb",2,"NA"
"FH5",1922,"Evolvulus arizonicus",2,"NA"
"FH5",1922,"Sida abutifolia",7,"NA"
"FH5",1923,"Aristida adscensionis","NA",0.01
"FH5",1923,"Evolvulus arizonicus",6,"NA"
"FH5",1923,"Weed","NA",0.02
"FH5",1924,"Evolvulus arizonicus",7,"NA"
"FH5",1927,"Croton pottsii",5,"NA"
"FH5",1927,"Sphaeralcea spp.",4,"NA"
"FH5",1927,"Unknown",2,"NA"
"FH5",1929,"Evolvulus arizonicus",2,"NA"
"FH5",1929,"Sphaeralcea spp.",3,"NA"
"FH5",1929,"Unknown",2,"NA"
"FH5",1930,"Evolvulus arizonicus",8,"NA"
"FH5",1930,"Sphaeralcea spp.",5,"NA"
"FH5",1930,"Unknown",5,"NA"
"FH5",1931,"Evolvulus arizonicus",10,"NA"
"FH5",1931,"Sphaeralcea spp.",2,"NA"
"FH5",1932,"Evolvulus arizonicus",5,"NA"
"FH5",1932,"Sphaeralcea spp.",2,"NA"
"FH6",1922,"Evolvulus arizonicus",13,"NA"
"FH6",1922,"Sida abutifolia",24,"NA"
"FH6",1923,"Evolvulus arizonicus",11,"NA"
"FH6",1923,"Weed","NA",0.02
"FH6",1924,"Evolvulus arizonicus",7,"NA"
"FH6",1927,"Sphaeralcea spp.",4,"NA"
"FH6",1927,"Unknown",2,"NA"
"FH6",1927,"Unknown",2,"NA"
"FH6",1929,"Evolvulus arizonicus",1,"NA"
"FH6",1929,"Sphaeralcea spp.",3,"NA"
"FH6",1930,"Evolvulus arizonicus",3,"NA"
"FH6",1930,"Sphaeralcea spp.",4,"NA"
"FH6",1930,"Unknown",1,"NA"
"FH6",1931,"Evolvulus arizonicus",4,"NA"
"FH6",1931,"Sphaeralcea spp.",4,"NA"
"FH6",1932,"Solanum elaeagnifolium",2,"NA"
"FH6",1932,"Unknown",1,"NA"
"FH8",1927,"Isocoma tenuisecta",1,"NA"
"J2P",1918,"Commelina dianthifolia",1,"NA"
"J2P",1920,"Eriogonum wrightii",1,"NA"
"J2P",1920,"Evolvulus arizonicus",2,"NA"
"J2P",1920,"Sphaeralcea spp.",2,"NA"
"J2P",1920,"Unknown Forb",1,"NA"
"J2P",1921,"Bouteloua aristidoides","NA",0.1
"J2P",1921,"Panicum hirticaule","NA",0.1
"J2P",1921,"Unknown","NA",0.2
"J2P",1923,"Aristida adscensionis","NA",0.02
"J2P",1923,"Bouteloua aristidoides","NA",0.02
"J2P",1923,"Weed","NA",0.02
"J2P",1924,"Isocoma tenuisecta",1,"NA"
"J3P",1920,"Eriogonum wrightii",18,"NA"
"J3P",1920,"Sphaeralcea spp.",3,"NA"
"J3P",1922,"Evolvulus arizonicus",1,"NA"
"J3P",1923,"Aristida adscensionis","NA",0.01
"J3P",1923,"Bouteloua aristidoides","NA",0.01
"J3P",1923,"Panicum hirticaule","NA",0.01
"J3P",1923,"Weed","NA",0.01
"J3P",1924,"Eriogonum wrightii",1,"NA"
"J3P",1924,"Isocoma tenuisecta",2,"NA"
"J5P",1922,"Evolvulus arizonicus",4,"NA"
"J6P",1920,"Unknown",13,"NA"
"J6P",1922,"Evolvulus arizonicus",12,"NA"
"J6P",1922,"Unknown",2,"NA"
"J6P",1924,"Evolvulus arizonicus",11,"NA"
"J6P",1924,"Solanum elaeagnifolium",1,"NA"
"J6P",1927,"Solanum elaeagnifolium",1,"NA"
"J6P",1927,"Unknown",1,"NA"
"J6P",1928,"Sphaeralcea spp.",3,"NA"
"J6P",1929,"Evolvulus arizonicus",2,"NA"
"J6P",1929,"Solanum elaeagnifolium",1,"NA"
"J6P",1929,"Sphaeralcea spp.",6,"NA"
"J6P",1929,"Unknown",2,"NA"
"J6P",1931,"Evolvulus arizonicus",3,"NA"
"K1P",1920,"Evolvulus arizonicus",9,"NA"
"K1P",1920,"Machaeranthera canescens",12,"NA"
"K1P",1920,"Sphaeralcea spp.",3,"NA"
"K1P",1922,"Evolvulus arizonicus",5,"NA"
"K1P",1922,"Sphaeralcea spp.",3,"NA"
"K1P",1922,"Unknown",4,"NA"
"K1P",1923,"Evolvulus arizonicus",2,"NA"
"K1P",1923,"Machaeranthera canescens",2,"NA"
"K1P",1927,"Machaeranthera canescens",70,"NA"
"K1P",1927,"Sphaeralcea spp.",1,"NA"
"K1P",1927,"Unknown",4,"NA"
"K1P",1928,"Annual grass","NA","t"
"K1P",1928,"Evolvulus arizonicus",2,"NA"
"K1P",1928,"Sphaeralcea spp.",6,"NA"
"K1P",1928,"Unknown Forb",65,"NA"
"K1P",1929,"Evolvulus arizonicus",2,"NA"
"K1P",1929,"Machaeranthera canescens",21,"NA"
"K1P",1929,"Sphaeralcea spp.",1,"NA"
"K1P",1929,"Unknown",20,"NA"
"K2P",1920,"Machaeranthera canescens",1,"NA"
"K2P",1922,"Unknown",1,"NA"
"K2P",1927,"Machaeranthera canescens",6,"NA"
"K2P",1927,"Sphaeralcea spp.",4,"NA"
"K2P",1927,"Unknown Forb",1,"NA"
"K2P",1927,"Weed",11,"NA"
"K3P",1920,"Evolvulus arizonicus",2,"NA"
"K3P",1920,"Machaeranthera canescens",43,"NA"
"K3P",1920,"Sphaeralcea spp.",5,"NA"
"K3P",1922,"Unknown",12,"NA"
"K3P",1924,"Evolvulus arizonicus",4,"NA"
"K3P",1924,"Sphaeralcea spp.",1,"NA"
"K3P",1927,"Isocoma tenuisecta",2,"NA"
"K3P",1927,"Machaeranthera canescens",7,"NA"
"K3P",1927,"Sphaeralcea spp.",12,"NA"
"K3P",1927,"Unknown",3,"NA"
"K3P",1931,"Evolvulus arizonicus",5,"NA"
"K3P",1931,"Unknown",2,"NA"
"K3P",1932,"Eriogonum wrightii",1,"NA"
"K3P",1932,"Evolvulus arizonicus",2,"NA"
"K4P",1920,"Eriogonum wrightii",6,"NA"
"K4P",1920,"Machaeranthera canescens",6,"NA"
"K4P",1920,"Sphaeralcea spp.",4,"NA"
"K4P",1921,"Evolvulus arizonicus",2,"NA"
"K4P",1922,"Aristida adscensionis","NA",0.01
"K4P",1922,"Bouteloua aristidoides","NA",0.01
"K4P",1922,"Unknown",44,"NA"
"K4P",1924,"Solanum elaeagnifolium",1,"NA"
"K4P",1924,"Weed",2,"NA"
"K4P",1927,"Eriogonum wrightii",7,"NA"
"K4P",1927,"Isocoma tenuisecta",3,"NA"
"K4P",1927,"Solanum elaeagnifolium",3,"NA"
"K4P",1927,"Sphaeralcea spp.",1,"NA"
"K4P",1927,"Unknown",2,"NA"
"K4P",1928,"Annual grass","NA",0.01
"K4P",1928,"Eriogonum wrightii",1,"NA"
"K4P",1928,"Solanum elaeagnifolium",1,"NA"
"K4P",1929,"Annuals","NA","t"
"K4P",1929,"Solanum elaeagnifolium",2,"NA"
"K4P",1930,"Eriogonum wrightii",3,"NA"
"K4P",1930,"Machaeranthera canescens",1,"NA"
"K4P",1930,"Solanum elaeagnifolium",2,"NA"
"K4P",1931,"Annual grass","NA","t"
"K5P",1920,"Eriogonum wrightii",12,"NA"
"K5P",1920,"Machaeranthera canescens",23,"NA"
"K5P",1927,"Boerhavia purpurascens",3,"NA"
"K5P",1927,"Eriogonum wrightii",7,"NA"
"K5P",1927,"Isocoma tenuisecta",1,"NA"
"K5P",1927,"Sphaeralcea spp.",2,"NA"
"K6P",1920,"Bouteloua aristidoides","NA",0.02
"K6P",1922,"Aristida adscensionis","NA",0.15
"K6P",1922,"Bouteloua aristidoides","NA",0.15
"K6P",1922,"Unknown",1,"NA"
"K7P",1920,"Eriogonum wrightii",4,"NA"
"K7P",1923,"Aristida adscensionis","NA",0.05
"K7P",1923,"Bouteloua aristidoides","NA",0.05
"K7P",1923,"Panicum hirticaule","NA",0.05
"K7P",1923,"Weed","NA",0.03
"K7P",1924,"Isocoma tenuisecta",4,"NA"
"K7P",1927,"Unknown",5,"NA"
"K7P",1928,"Annual grass","NA","t"
"K7P",1928,"Boerhavia purpurascens",4,"NA"
"K7P",1928,"Evolvulus arizonicus",1,"NA"
"K7P",1928,"Sphaeralcea spp.",2,"NA"
"K7P",1928,"Unknown",2,"NA"
"K7P",1929,"Annuals","NA","t"
"K7P",1931,"Solanum elaeagnifolium",2,"NA"
"K7P",1931,"Unknown",5,"NA"
"M1",1926,"Ambrosia artemisiifolia",7,"NA"
"M1",1926,"Aristida adscensionis",130,"NA"
"M1",1926,"Bouteloua aristidoides",25,"NA"
"M1",1926,"Isocoma tenuisecta",4,"NA"
"M1",1926,"Portulaca spp.",140,"NA"
"M1",1926,"Weed",4,"NA"
"M1",1927,"Ambrosia artemisiifolia",11,"NA"
"M1",1927,"Aristida adscensionis",2,"NA"
"M1",1927,"Isocoma tenuisecta",10,"NA"
"M1",1927,"Sphaeralcea spp.",2,"NA"
"M1",1927,"Unknown",40,"NA"
"M1",1927,"Unknown Forb",2,"NA"
"M1",1928,"Annual grass","NA",0.01
"M1",1928,"Unknown Forb",13,"NA"
"M1",1929,"Aristida adscensionis","NA","t"
"M1",1929,"Sphaeralcea spp.",7,"NA"
"M1",1929,"Unknown Forb",1,"NA"
"M1",1930,"Ambrosia artemisiifolia",2,"NA"
"M1",1930,"Baccharis wrightii",1,"NA"
"M1",1930,"Unknown",1,"NA"
"M1",1930,"Unknown Forb",3,"NA"
"M1",1931,"Annual grass","NA","t"
"M1",1931,"Baccharis wrightii",1,"NA"
"M1P",1920,"Unknown",1,"NA"
"M1P",1920,"Unknown",5,"NA"
"M1P",1923,"Weed","NA",0.02
"M1P",1924,"Eriogonum wrightii",1,"NA"
"M1P",1924,"Evolvulus arizonicus",1,"NA"
"M1P",1929,"Aristida adscensionis","NA",0.05
"M1P",1929,"Bouteloua aristidoides","NA",0.05
"M1P",1929,"Unknown",26,"NA"
"M2",1926,"Ambrosia artemisiifolia",10,"NA"
"M2",1926,"Aristida adscensionis",80,"NA"
"M2",1926,"Bouteloua aristidoides",15,"NA"
"M2",1926,"Eriogonum wrightii",1,"NA"
"M2",1926,"Portulaca spp.",100,"NA"
"M2",1926,"Sphaeralcea spp.",3,"NA"
"M2",1926,"Weed",1,"NA"
"M2",1927,"Ambrosia artemisiifolia",12,"NA"
"M2",1927,"Aristida adscensionis",5,"NA"
"M2",1927,"Aristida adscensionis",1,"NA"
"M2",1927,"Eriogonum wrightii",18,"NA"
"M2",1927,"Panicum hirticaule",1,"NA"
"M2",1927,"Portulaca spp.",40,"NA"
"M2",1927,"Unknown Forb",7,"NA"
"M2",1928,"Ambrosia artemisiifolia",2,"NA"
"M2",1928,"Annual grass",8,"NA"
"M2",1928,"Eriogonum wrightii",2,"NA"
"M2",1928,"Sphaeralcea spp.",1,"NA"
"M2",1928,"Unknown Forb",10,"NA"
"M2",1929,"Ambrosia artemisiifolia",2,"NA"
"M2",1929,"Aristida adscensionis","NA","t"
"M2",1930,"Ambrosia artemisiifolia",6,"NA"
"M2",1930,"Evolvulus arizonicus",1,"NA"
"M2",1930,"Unknown Forb",20,"NA"
"M2",1931,"Ambrosia artemisiifolia",10,"NA"
"M2",1931,"Eriogonum wrightii",1,"NA"
"M2",1931,"Unknown Forb",2,"NA"
"M2",1934,"Bouteloua aristidoides",1,"NA"
"M21",1926,"Aristida adscensionis",60,"NA"
"M21",1926,"Bouteloua aristidoides",150,"NA"
"M21",1926,"Evolvulus arizonicus",1,"NA"
"M21",1926,"Isocoma tenuisecta",17,"NA"
"M21",1927,"Aristida adscensionis","NA","t"
"M21",1927,"Bouteloua aristidoides","NA","t"
"M21",1927,"Evolvulus arizonicus",1,"NA"
"M21",1928,"Aristida adscensionis","NA",0.01
"M21",1931,"Annual grass","NA",0.01
"M21",1932,"Annual grass","NA",0.01
"M22",1926,"Aristida adscensionis",25,"NA"
"M22",1926,"Bouteloua aristidoides",35,"NA"
"M22",1926,"Evolvulus arizonicus",1,"NA"
"M22",1926,"Isocoma tenuisecta",12,"NA"
"M22",1926,"Sphaeralcea spp.",1,"NA"
"M22",1927,"Aristida adscensionis","NA","t"
"M22",1927,"Bouteloua aristidoides","NA","t"
"M22",1927,"Isocoma tenuisecta",18,"NA"
"M22",1927,"Sphaeralcea spp.",1,"NA"
"M22",1928,"Annual grass","NA",0.03
"M22",1928,"Evolvulus arizonicus",1,"NA"
"M22",1929,"Aristida adscensionis","NA","t"
"M22",1930,"Bouteloua aristidoides","NA","t"
"M22",1931,"Annual grass","NA",0.01
"M22",1931,"Weed",1,"NA"
"M22",1932,"Annual grass","NA",0.01
"M23",1926,"Aristida adscensionis",20,"NA"
"M23",1926,"Bouteloua aristidoides",50,"NA"
"M23",1926,"Evolvulus arizonicus",2,"NA"
"M23",1926,"Isocoma tenuisecta",17,"NA"
"M23",1926,"Solanum elaeagnifolium",2,"NA"
"M23",1927,"Aristida adscensionis","NA","t"
"M23",1927,"Bouteloua aristidoides","NA","t"
"M23",1927,"Evolvulus arizonicus",1,"NA"
"M23",1928,"Solanum elaeagnifolium",1,"NA"
"M23",1929,"Aristida adscensionis","NA","t"
"M23",1929,"Solanum elaeagnifolium",3,"NA"
"M23",1930,"Bouteloua aristidoides","NA","t"
"M23",1930,"Solanum elaeagnifolium",3,"NA"
"M23",1931,"Annual grass","NA",0.01
"M23",1931,"Solanum elaeagnifolium",4,"NA"
"M23",1932,"Annual grass","NA",0.02
"M23",1932,"Solanum elaeagnifolium",5,"NA"
"M24",1926,"Aristida adscensionis",35,"NA"
"M24",1926,"Bouteloua aristidoides",60,"NA"
"M24",1926,"Eriogonum wrightii",1,"NA"
"M24",1926,"Evolvulus arizonicus",3,"NA"
"M24",1926,"Isocoma tenuisecta",11,"NA"
"M24",1926,"Sphaeralcea spp.",1,"NA"
"M24",1927,"Aristida adscensionis","NA","t"
"M24",1927,"Bouteloua aristidoides","NA","t"
"M24",1927,"Evolvulus arizonicus",1,"NA"
"M24",1927,"Isocoma tenuisecta",12,"NA"
"M24",1927,"Sphaeralcea spp.",1,"NA"
"M24",1928,"Aristida adscensionis","NA",0.01
"M24",1929,"Aristida adscensionis","NA","t"
"M24",1930,"Ambrosia artemisiifolia",2,"NA"
"M24",1931,"Annual grass","NA",0.01
"M24",1932,"Annual grass","NA",0.01
"M24",1932,"Evolvulus arizonicus",1,"NA"
"M25",1926,"Aristida adscensionis",60,"NA"
"M25",1926,"Bouteloua aristidoides",50,"NA"
"M25",1926,"Isocoma tenuisecta",10,"NA"
"M25",1927,"Aristida adscensionis","NA","t"
"M25",1927,"Bouteloua aristidoides","NA","t"
"M25",1928,"Annual grass","NA",0.01
"M25",1928,"Solanum elaeagnifolium",1,"NA"
"M25",1929,"Aristida adscensionis","NA","t"
"M25",1929,"Solanum elaeagnifolium",2,"NA"
"M25",1930,"Bouteloua aristidoides","NA","t"
"M25",1930,"Solanum elaeagnifolium",1,"NA"
"M25",1931,"Annual grass","NA",0.02
"M25",1932,"Annual grass","NA",0.02
"M25",1932,"Unknown",1,"NA"
"M26",1926,"Aristida adscensionis",20,"NA"
"M26",1926,"Bouteloua aristidoides",65,"NA"
"M26",1926,"Isocoma tenuisecta",23,"NA"
"M26",1926,"Sphaeralcea spp.",3,"NA"
"M26",1926,"Weed",1,"NA"
"M26",1927,"Aristida adscensionis","NA","t"
"M26",1927,"Bouteloua aristidoides","NA","t"
"M26",1927,"Isocoma tenuisecta",20,"NA"
"M26",1928,"Aristida adscensionis","NA",0.02
"M26",1928,"Solanum elaeagnifolium",1,"NA"
"M26",1928,"Sphaeralcea spp.",4,"NA"
"M26",1929,"Aristida adscensionis","NA","t"
"M26",1929,"Solanum elaeagnifolium",1,"NA"
"M26",1930,"Bouteloua aristidoides","NA","t"
"M26",1930,"Solanum elaeagnifolium",2,"NA"
"M26",1931,"Annual grass","NA",0.01
"M26",1932,"Annual grass","NA",0.02
"M26",1932,"Solanum elaeagnifolium",3,"NA"
"M26",1932,"Sphaeralcea spp.",2,"NA"
"M26",1932,"Unknown",1,"NA"
"M3",1926,"Ambrosia artemisiifolia",1,"NA"
"M3",1926,"Aristida adscensionis",100,"NA"
"M3",1926,"Bouteloua aristidoides",15,"NA"
"M3",1926,"Evolvulus arizonicus",2,"NA"
"M3",1926,"Portulaca spp.",70,"NA"
"M3",1926,"Sphaeralcea spp.",2,"NA"
"M3",1926,"Weed",2,"NA"
"M3",1927,"Ambrosia artemisiifolia",1,"NA"
"M3",1927,"Aristida adscensionis",10,"NA"
"M3",1927,"Aristida adscensionis",10,"NA"
"M3",1927,"Evolvulus arizonicus",1,"NA"
"M3",1927,"Panicum hirticaule",1,"NA"
"M3",1927,"Portulaca spp.",50,"NA"
"M3",1927,"Sphaeralcea spp.",1,"NA"
"M3",1927,"Unknown Forb",2,"NA"
"M3",1928,"Annual grass","NA",0.01
"M3",1928,"Eriogonum wrightii",1,"NA"
"M3",1928,"Unknown Forb",13,"NA"
"M3",1929,"Aristida adscensionis","NA",0.01
"M3",1929,"Sphaeralcea spp.",3,"NA"
"M3",1929,"Unknown",3,"NA"
"M3",1929,"Unknown Forb",4,"NA"
"M3",1930,"Evolvulus arizonicus",3,"NA"
"M3",1930,"Sphaeralcea spp.",2,"NA"
"M3",1930,"Unknown Forb",24,"NA"
"M3",1931,"Annual grass","NA",0.02
"M3",1931,"Eriogonum wrightii",1,"NA"
"M3",1931,"Sphaeralcea spp.",5,"NA"
"M3",1931,"Unknown Forb",15,"NA"
"M3",1932,"Ambrosia artemisiifolia",5,"NA"
"M3",1934,"Bouteloua aristidoides",7,"NA"
"M3P",1920,"Ambrosia artemisiifolia",11,"NA"
"M3P",1920,"Unknown Forb",28,"NA"
"M3P",1922,"Ambrosia artemisiifolia",1,"NA"
"M3P",1922,"Portulaca spp.",1,"NA"
"M3P",1924,"Ambrosia artemisiifolia",1,"NA"
"M3P",1924,"Unknown Forb",2,"NA"
"M3P",1927,"Ambrosia artemisiifolia",22,"NA"
"M3P",1927,"Unknown",1,"NA"
"M3P",1927,"Unknown Forb",1,"NA"
"M4",1926,"Ambrosia artemisiifolia",3,"NA"
"M4",1926,"Aristida adscensionis",80,"NA"
"M4",1926,"Bouteloua aristidoides",40,"NA"
"M4",1926,"Eriogonum wrightii",4,"NA"
"M4",1926,"Portulaca spp.",136,"NA"
"M4",1927,"Ambrosia artemisiifolia",10,"NA"
"M4",1927,"Aristida adscensionis",10,"NA"
"M4",1927,"Aristida adscensionis",25,"NA"
"M4",1927,"Eriogonum wrightii",1,"NA"
"M4",1927,"Portulaca spp.",20,"NA"
"M4",1927,"Sphaeralcea spp.",3,"NA"
"M4",1927,"Unknown Forb",3,"NA"
"M4",1927,"Weed",3,"NA"
"M4",1928,"Ambrosia artemisiifolia",3,"NA"
"M4",1928,"Annual grass","NA",0.01
"M4",1928,"Eriogonum wrightii",4,"NA"
"M4",1928,"Evolvulus arizonicus",1,"NA"
"M4",1928,"Sphaeralcea spp.",1,"NA"
"M4",1928,"Unknown Forb",10,"NA"
"M4",1929,"Ambrosia artemisiifolia",5,"NA"
"M4",1929,"Eriogonum wrightii",3,"NA"
"M4",1929,"Evolvulus arizonicus",1,"NA"
"M4",1929,"Sphaeralcea spp.",2,"NA"
"M4",1930,"Ambrosia artemisiifolia",5,"NA"
"M4",1930,"Eriogonum wrightii",4,"NA"
"M4",1930,"Unknown Forb",28,"NA"
"M4",1931,"Ambrosia artemisiifolia",6,"NA"
"M4",1931,"Annual grass","NA","t"
"M4",1931,"Eriogonum wrightii",5,"NA"
"M4",1931,"Evolvulus arizonicus",2,"NA"
"M4",1931,"Sphaeralcea spp.",3,"NA"
"M4",1932,"Ambrosia artemisiifolia",9,"NA"
"M4",1932,"Evolvulus arizonicus",1,"NA"
"M4",1932,"Unknown",3,"NA"
"M4",1934,"Bouteloua aristidoides",2,"NA"
"M4",1934,"Evolvulus arizonicus",2,"NA"
"M4P",1920,"Unknown Forb",17,"NA"
"M4P",1923,"Aristida adscensionis","NA",0.01
"M4P",1923,"Bouteloua aristidoides","NA",0.01
"M4P",1923,"Panicum hirticaule","NA",0.01
"M4P",1924,"Unknown Forb",8,"NA"
"M4P",1928,"Annual grass","NA","t"
"M4P",1929,"Aristida adscensionis","NA",0.03
"M4P",1929,"Bouteloua aristidoides","NA",0.03
"M4P",1930,"Unknown Forb",9,"NA"
"M5",1926,"Ambrosia artemisiifolia",3,"NA"
"M5",1926,"Aristida adscensionis",90,"NA"
"M5",1926,"Bouteloua aristidoides",30,"NA"
"M5",1926,"Portulaca spp.",220,"NA"
"M5",1926,"Weed",1,"NA"
"M5",1927,"Ambrosia artemisiifolia",8,"NA"
"M5",1927,"Aristida adscensionis",15,"NA"
"M5",1927,"Aristida adscensionis",5,"NA"
"M5",1927,"Portulaca spp.",15,"NA"
"M5",1927,"Sphaeralcea spp.",1,"NA"
"M5",1927,"Weed",1,"NA"
"M5",1928,"Ambrosia artemisiifolia",4,"NA"
"M5",1928,"Annual grass",25,"NA"
"M5",1928,"Eriogonum wrightii",1,"NA"
"M5",1928,"Unknown Forb",4,"NA"
"M5",1929,"Ambrosia artemisiifolia",13,"NA"
"M5",1929,"Aristida adscensionis","NA",0.01
"M5",1929,"Eriogonum wrightii",1,"NA"
"M5",1929,"Evolvulus arizonicus",1,"NA"
"M5",1929,"Unknown",3,"NA"
"M5",1930,"Ambrosia artemisiifolia",17,"NA"
"M5",1930,"Eriogonum wrightii",1,"NA"
"M5",1930,"Unknown Forb",12,"NA"
"M5",1931,"Ambrosia artemisiifolia",12,"NA"
"M5",1931,"Annual grass","NA","t"
"M5",1931,"Eriogonum wrightii",1,"NA"
"M5",1931,"Evolvulus arizonicus",2,"NA"
"M5",1932,"Ambrosia artemisiifolia",15,"NA"
"M5",1932,"Eriogonum wrightii",1,"NA"
"M5",1934,"Eriogonum wrightii",1,"NA"
"M5",1934,"Evolvulus arizonicus",2,"NA"
"M6",1926,"Ambrosia artemisiifolia",6,"NA"
"M6",1926,"Aristida adscensionis",110,"NA"
"M6",1926,"Bouteloua aristidoides",35,"NA"
"M6",1926,"Evolvulus arizonicus",4,"NA"
"M6",1926,"Portulaca spp.",150,"NA"
