"project_year","total_cover","quadrat","species"
1918,0,"H2","PLMU3"
1918,0,"H2","SCBR2"
1918,0,"H2","SELE6"
1918,0,"H2","SPAI"
1918,0,"H2","SPCO4"
1918,0,"H2","SPCR"
1918,0.0003435,"H2","SPFL2"
1918,0,"H2","SPORO"
1918,0,"H2","UNKG"
1919,0,"H2","ARIST"
1919,0,"H2","ARTE3"
1919,0.02035025,"H2","BOER4"
1919,0,"H2","BOUTE"
1919,0,"H2","CYPER"
1919,0,"H2","DAPU7"
1919,0,"H2","ENDE"
1919,0,"H2","ERLE"
1919,0,"H2","MUAR"
1919,0,"H2","MUAR2"
1919,0,"H2","MUPO2"
1919,0,"H2","PAHA"
1919,0,"H2","PAOB"
1919,0,"H2","PLMU3"
1919,0,"H2","SCBR2"
1919,0,"H2","SELE6"
1919,0,"H2","SPAI"
1919,0,"H2","SPCO4"
1919,0,"H2","SPCR"
1919,0.001638,"H2","SPFL2"
1919,0,"H2","SPORO"
1919,0,"H2","UNKG"
1920,0,"H2","ARIST"
1920,0,"H2","ARTE3"
1920,0.03759735,"H2","BOER4"
1920,0,"H2","BOUTE"
1920,0,"H2","CYPER"
1920,0,"H2","DAPU7"
1920,0,"H2","ENDE"
1920,0,"H2","ERLE"
1920,0,"H2","MUAR"
1920,0,"H2","MUAR2"
1920,0,"H2","MUPO2"
1920,0,"H2","PAHA"
1920,0,"H2","PAOB"
1920,0,"H2","PLMU3"
1920,0,"H2","SCBR2"
1920,0,"H2","SELE6"
1920,0,"H2","SPAI"
1920,0,"H2","SPCO4"
1920,0,"H2","SPCR"
1920,0.003479,"H2","SPFL2"
1920,0,"H2","SPORO"
1920,0,"H2","UNKG"
1921,0.0007975,"H2","ARIST"
1921,0,"H2","ARTE3"
1921,0.040494,"H2","BOER4"
1921,0,"H2","BOUTE"
1921,0,"H2","CYPER"
1921,0,"H2","DAPU7"
1921,0,"H2","ENDE"
1921,0,"H2","ERLE"
1921,0,"H2","MUAR"
1921,0,"H2","MUAR2"
1921,0,"H2","MUPO2"
1921,0,"H2","PAHA"
1921,0,"H2","PAOB"
1921,0,"H2","PLMU3"
1921,0,"H2","SCBR2"
1921,0,"H2","SELE6"
1921,0,"H2","SPAI"
1921,0,"H2","SPCO4"
1921,0,"H2","SPCR"
1921,0.00463,"H2","SPFL2"
1921,0,"H2","SPORO"
1921,0,"H2","UNKG"
1922,0,"H2","ARIST"
1922,0,"H2","ARTE3"
1922,0.0081405,"H2","BOER4"
1922,0,"H2","BOUTE"
1922,0,"H2","CYPER"
1922,0,"H2","DAPU7"
1922,0,"H2","ENDE"
1922,0,"H2","ERLE"
1922,0,"H2","MUAR"
1922,0,"H2","MUAR2"
1922,0,"H2","MUPO2"
1922,0,"H2","PAHA"
1922,0,"H2","PAOB"
1922,0,"H2","PLMU3"
1922,0,"H2","SCBR2"
1922,0,"H2","SELE6"
1922,0,"H2","SPAI"
1922,0,"H2","SPCO4"
1922,0,"H2","SPCR"
1922,2.5e-05,"H2","SPFL2"
1922,0,"H2","SPORO"
1922,0,"H2","UNKG"
1923,0,"H2","ARIST"
1923,0,"H2","ARTE3"
1923,0.0101505,"H2","BOER4"
1923,0,"H2","BOUTE"
1923,0,"H2","CYPER"
1923,0,"H2","DAPU7"
1923,0,"H2","ENDE"
1923,0,"H2","ERLE"
1923,0,"H2","MUAR"
1923,0,"H2","MUAR2"
1923,0,"H2","MUPO2"
1923,0,"H2","PAHA"
1923,0,"H2","PAOB"
1923,0,"H2","PLMU3"
1923,0,"H2","SCBR2"
1923,0,"H2","SELE6"
1923,0,"H2","SPAI"
1923,0,"H2","SPCO4"
1923,0,"H2","SPCR"
1923,0,"H2","SPFL2"
1923,0,"H2","SPORO"
1923,0,"H2","UNKG"
1924,0,"H2","ARIST"
1924,0,"H2","ARTE3"
1924,0.0197596525,"H2","BOER4"
1924,0,"H2","BOUTE"
1924,0,"H2","CYPER"
1924,0,"H2","DAPU7"
1924,0,"H2","ENDE"
1924,0,"H2","ERLE"
1924,0,"H2","MUAR"
1924,0,"H2","MUAR2"
1924,0,"H2","MUPO2"
1924,0.0021615,"H2","PAHA"
1924,0,"H2","PAOB"
1924,0,"H2","PLMU3"
1924,0,"H2","SCBR2"
1924,0,"H2","SELE6"
1924,0,"H2","SPAI"
1924,0,"H2","SPCO4"
1924,0,"H2","SPCR"
1924,0.001744375,"H2","SPFL2"
1924,0,"H2","SPORO"
1924,0,"H2","UNKG"
1925,0,"H2","ARIST"
1925,0,"H2","ARTE3"
1925,0.029368805,"H2","BOER4"
1925,0,"H2","BOUTE"
1925,0,"H2","CYPER"
1925,0,"H2","DAPU7"
1925,0,"H2","ENDE"
1925,0,"H2","ERLE"
1925,0,"H2","MUAR"
1925,0,"H2","MUAR2"
1925,0,"H2","MUPO2"
1925,0.004323,"H2","PAHA"
1925,0,"H2","PAOB"
1925,0,"H2","PLMU3"
1925,0,"H2","SCBR2"
1925,0,"H2","SELE6"
1925,0,"H2","SPAI"
1925,0,"H2","SPCO4"
1925,0,"H2","SPCR"
1925,0.00348875,"H2","SPFL2"
1925,0,"H2","SPORO"
1925,0,"H2","UNKG"
1926,0,"H2","ARIST"
1926,0,"H2","ARTE3"
1926,0.0389779575,"H2","BOER4"
1926,0,"H2","BOUTE"
1926,0,"H2","CYPER"
1926,0,"H2","DAPU7"
1926,0,"H2","ENDE"
1926,0,"H2","ERLE"
1926,0,"H2","MUAR"
1926,0,"H2","MUAR2"
1926,0,"H2","MUPO2"
1926,0.0064845,"H2","PAHA"
1926,0,"H2","PAOB"
1926,0,"H2","PLMU3"
1926,0,"H2","SCBR2"
1926,0,"H2","SELE6"
1926,0,"H2","SPAI"
1926,0,"H2","SPCO4"
1926,0,"H2","SPCR"
1926,0.005233125,"H2","SPFL2"
1926,0,"H2","SPORO"
1926,0,"H2","UNKG"
1927,0,"H2","ARIST"
1927,0,"H2","ARTE3"
1927,0.04858711,"H2","BOER4"
1927,0,"H2","BOUTE"
1927,0,"H2","CYPER"
1927,0,"H2","DAPU7"
1927,0,"H2","ENDE"
1927,0,"H2","ERLE"
1927,0,"H2","MUAR"
1927,0,"H2","MUAR2"
1927,0,"H2","MUPO2"
1927,0.008646,"H2","PAHA"
1927,0,"H2","PAOB"
1927,0,"H2","PLMU3"
1927,0,"H2","SCBR2"
1927,0,"H2","SELE6"
1927,0,"H2","SPAI"
1927,0,"H2","SPCO4"
1927,0,"H2","SPCR"
1927,0.0069775,"H2","SPFL2"
1927,0,"H2","SPORO"
1927,0,"H2","UNKG"
1928,0,"H2","ARIST"
1928,0,"H2","ARTE3"
1928,0.07514795,"H2","BOER4"
1928,0,"H2","BOUTE"
1928,0,"H2","CYPER"
1928,0,"H2","DAPU7"
1928,0,"H2","ENDE"
1928,0,"H2","ERLE"
1928,0,"H2","MUAR"
1928,0,"H2","MUAR2"
1928,0,"H2","MUPO2"
1928,0.0081925,"H2","PAHA"
1928,0,"H2","PAOB"
1928,0,"H2","PLMU3"
1928,0,"H2","SCBR2"
1928,0,"H2","SELE6"
1928,0,"H2","SPAI"
1928,0,"H2","SPCO4"
1928,0,"H2","SPCR"
1928,0.005684,"H2","SPFL2"
1928,0,"H2","SPORO"
1928,0,"H2","UNKG"
1929,0,"H2","ARIST"
1929,0,"H2","ARTE3"
1929,0.10585486,"H2","BOER4"
1929,0,"H2","BOUTE"
1929,0,"H2","CYPER"
1929,0,"H2","DAPU7"
1929,0,"H2","ENDE"
1929,0,"H2","ERLE"
1929,0,"H2","MUAR"
1929,0,"H2","MUAR2"
1929,0,"H2","MUPO2"
1929,0.002864,"H2","PAHA"
1929,0,"H2","PAOB"
1929,0,"H2","PLMU3"
1929,0,"H2","SCBR2"
1929,0,"H2","SELE6"
1929,0,"H2","SPAI"
1929,0,"H2","SPCO4"
1929,0,"H2","SPCR"
1929,0.00650698,"H2","SPFL2"
1929,0,"H2","SPORO"
1929,0,"H2","UNKG"
1930,0,"H2","ARIST"
1930,0,"H2","ARTE3"
1930,0.10411127,"H2","BOER4"
1930,0,"H2","BOUTE"
1930,0,"H2","CYPER"
1930,0,"H2","DAPU7"
1930,0,"H2","ENDE"
1930,0,"H2","ERLE"
1930,0,"H2","MUAR"
1930,0,"H2","MUAR2"
1930,0,"H2","MUPO2"
1930,0,"H2","PAHA"
1930,0,"H2","PAOB"
1930,0,"H2","PLMU3"
1930,0,"H2","SCBR2"
1930,0,"H2","SELE6"
1930,0,"H2","SPAI"
1930,0,"H2","SPCO4"
1930,0,"H2","SPCR"
1930,0.002622,"H2","SPFL2"
1930,0,"H2","SPORO"
1930,0,"H2","UNKG"
1931,0,"H2","ARIST"
1931,0,"H2","ARTE3"
1931,0.11705655,"H2","BOER4"
1931,0,"H2","BOUTE"
1931,0,"H2","CYPER"
1931,0,"H2","DAPU7"
1931,0,"H2","ENDE"
1931,0,"H2","ERLE"
1931,0,"H2","MUAR"
1931,0,"H2","MUAR2"
1931,0,"H2","MUPO2"
1931,0,"H2","PAHA"
1931,0,"H2","PAOB"
1931,0,"H2","PLMU3"
1931,0,"H2","SCBR2"
1931,0,"H2","SELE6"
1931,0,"H2","SPAI"
1931,0,"H2","SPCO4"
1931,0,"H2","SPCR"
1931,0.0027295,"H2","SPFL2"
1931,0,"H2","SPORO"
1931,0,"H2","UNKG"
1932,0,"H2","ARIST"
1932,0,"H2","ARTE3"
1932,0.17882557,"H2","BOER4"
1932,0,"H2","BOUTE"
1932,0,"H2","CYPER"
1932,0,"H2","DAPU7"
1932,0,"H2","ENDE"
1932,0,"H2","ERLE"
1932,0,"H2","MUAR"
1932,0,"H2","MUAR2"
1932,0,"H2","MUPO2"
1932,0,"H2","PAHA"
1932,0,"H2","PAOB"
1932,0,"H2","PLMU3"
1932,0,"H2","SCBR2"
1932,0,"H2","SELE6"
1932,0,"H2","SPAI"
1932,0,"H2","SPCO4"
1932,0,"H2","SPCR"
1932,0.0078175,"H2","SPFL2"
1932,0,"H2","SPORO"
1932,0,"H2","UNKG"
1933,0,"H2","ARIST"
1933,0,"H2","ARTE3"
1933,0.1651605,"H2","BOER4"
1933,0,"H2","BOUTE"
1933,0,"H2","CYPER"
1933,0,"H2","DAPU7"
1933,0,"H2","ENDE"
1933,0,"H2","ERLE"
1933,0,"H2","MUAR"
1933,0,"H2","MUAR2"
1933,0,"H2","MUPO2"
1933,0,"H2","PAHA"
1933,0,"H2","PAOB"
1933,0,"H2","PLMU3"
1933,0,"H2","SCBR2"
1933,0,"H2","SELE6"
1933,0,"H2","SPAI"
1933,0,"H2","SPCO4"
1933,0,"H2","SPCR"
1933,0.00392381,"H2","SPFL2"
1933,0,"H2","SPORO"
1933,0,"H2","UNKG"
1934,0,"H2","ARIST"
1934,0,"H2","ARTE3"
1934,0.13009953,"H2","BOER4"
1934,0,"H2","BOUTE"
1934,0,"H2","CYPER"
1934,0,"H2","DAPU7"
1934,0,"H2","ENDE"
1934,0,"H2","ERLE"
1934,0,"H2","MUAR"
1934,0,"H2","MUAR2"
1934,0,"H2","MUPO2"
1934,0,"H2","PAHA"
1934,0,"H2","PAOB"
1934,0,"H2","PLMU3"
1934,0,"H2","SCBR2"
1934,0,"H2","SELE6"
1934,0,"H2","SPAI"
1934,0,"H2","SPCO4"
1934,0,"H2","SPCR"
1934,0.00512856,"H2","SPFL2"
1934,0,"H2","SPORO"
1934,0,"H2","UNKG"
1935,0,"H2","ARIST"
1935,0,"H2","ARTE3"
1935,0.02824875,"H2","BOER4"
1935,2.5e-05,"H2","BOUTE"
1935,0,"H2","CYPER"
1935,0,"H2","DAPU7"
1935,0,"H2","ENDE"
1935,0,"H2","ERLE"
1935,0,"H2","MUAR"
1935,0,"H2","MUAR2"
1935,0,"H2","MUPO2"
1935,0,"H2","PAHA"
1935,0,"H2","PAOB"
1935,0,"H2","PLMU3"
1935,0,"H2","SCBR2"
1935,0,"H2","SELE6"
1935,0,"H2","SPAI"
1935,0,"H2","SPCO4"
1935,0,"H2","SPCR"
1935,0.0075945,"H2","SPFL2"
1935,0,"H2","SPORO"
1935,0,"H2","UNKG"
1936,0,"H2","ARIST"
1936,0,"H2","ARTE3"
1936,0.03424701,"H2","BOER4"
1936,2.5e-05,"H2","BOUTE"
1936,0,"H2","CYPER"
1936,0,"H2","DAPU7"
1936,0,"H2","ENDE"
1936,0,"H2","ERLE"
1936,0,"H2","MUAR"
1936,0,"H2","MUAR2"
1936,0,"H2","MUPO2"
1936,0,"H2","PAHA"
1936,0,"H2","PAOB"
1936,0,"H2","PLMU3"
1936,0,"H2","SCBR2"
1936,0,"H2","SELE6"
1936,0,"H2","SPAI"
1936,0,"H2","SPCO4"
1936,0,"H2","SPCR"
1936,0.0135495,"H2","SPFL2"
1936,0,"H2","SPORO"
1936,0,"H2","UNKG"
1937,0,"H2","ARIST"
1937,0,"H2","ARTE3"
1937,0.04737895,"H2","BOER4"
1937,5e-05,"H2","BOUTE"
1937,0,"H2","CYPER"
1937,0,"H2","DAPU7"
1937,0,"H2","ENDE"
1937,0,"H2","ERLE"
1937,0,"H2","MUAR"
1937,0,"H2","MUAR2"
1937,0,"H2","MUPO2"
1937,0,"H2","PAHA"
1937,0,"H2","PAOB"
1937,0,"H2","PLMU3"
1937,0,"H2","SCBR2"
1937,0,"H2","SELE6"
1937,0,"H2","SPAI"
1937,0,"H2","SPCO4"
1937,0,"H2","SPCR"
1937,0.0094585,"H2","SPFL2"
1937,0,"H2","SPORO"
1937,0.00075,"H2","UNKG"
1938,0,"H2","ARIST"
1938,0,"H2","ARTE3"
1938,0.0605117,"H2","BOER4"
1938,5e-05,"H2","BOUTE"
1938,0,"H2","CYPER"
1938,0,"H2","DAPU7"
1938,0,"H2","ENDE"
1938,0,"H2","ERLE"
1938,0,"H2","MUAR"
1938,0,"H2","MUAR2"
1938,0,"H2","MUPO2"
1938,0,"H2","PAHA"
1938,0,"H2","PAOB"
1938,0,"H2","PLMU3"
1938,0,"H2","SCBR2"
1938,0,"H2","SELE6"
1938,0,"H2","SPAI"
1938,0,"H2","SPCO4"
1938,0,"H2","SPCR"
1938,0.024048,"H2","SPFL2"
1938,0,"H2","SPORO"
1938,0,"H2","UNKG"
1939,0,"H2","ARIST"
1939,0,"H2","ARTE3"
1939,0.05990657,"H2","BOER4"
1939,0,"H2","BOUTE"
1939,0,"H2","CYPER"
1939,0,"H2","DAPU7"
1939,0,"H2","ENDE"
1939,0,"H2","ERLE"
1939,0,"H2","MUAR"
1939,0,"H2","MUAR2"
1939,0,"H2","MUPO2"
1939,0,"H2","PAHA"
1939,0,"H2","PAOB"
1939,0,"H2","PLMU3"
1939,0,"H2","SCBR2"
1939,0,"H2","SELE6"
1939,0,"H2","SPAI"
1939,0,"H2","SPCO4"
1939,0,"H2","SPCR"
1939,0.0400435,"H2","SPFL2"
1939,0,"H2","SPORO"
1939,0,"H2","UNKG"
1940,0.0005167,"H2","ARIST"
1940,0,"H2","ARTE3"
1940,0.05843781,"H2","BOER4"
1940,0,"H2","BOUTE"
1940,0,"H2","CYPER"
1940,0,"H2","DAPU7"
1940,0,"H2","ENDE"
1940,0,"H2","ERLE"
1940,0,"H2","MUAR"
1940,0,"H2","MUAR2"
1940,0,"H2","MUPO2"
1940,0,"H2","PAHA"
1940,0,"H2","PAOB"
1940,0,"H2","PLMU3"
1940,0,"H2","SCBR2"
1940,0,"H2","SELE6"
1940,0,"H2","SPAI"
1940,0,"H2","SPCO4"
1940,0,"H2","SPCR"
1940,0.04082885,"H2","SPFL2"
1940,0,"H2","SPORO"
1940,0,"H2","UNKG"
1941,0.00333435,"H2","ARIST"
1941,0,"H2","ARTE3"
1941,0.07259031,"H2","BOER4"
1941,0,"H2","BOUTE"
1941,0,"H2","CYPER"
1941,0,"H2","DAPU7"
1941,0,"H2","ENDE"
1941,0,"H2","ERLE"
1941,0,"H2","MUAR"
1941,0,"H2","MUAR2"
1941,0,"H2","MUPO2"
1941,0,"H2","PAHA"
1941,0,"H2","PAOB"
1941,0,"H2","PLMU3"
1941,0,"H2","SCBR2"
1941,0,"H2","SELE6"
1941,0,"H2","SPAI"
1941,0,"H2","SPCO4"
1941,0,"H2","SPCR"
1941,0.02248304,"H2","SPFL2"
1941,0,"H2","SPORO"
1941,0,"H2","UNKG"
1942,0.007087,"H2","ARIST"
1942,0,"H2","ARTE3"
1942,0.06582391,"H2","BOER4"
1942,0,"H2","BOUTE"
1942,0,"H2","CYPER"
1942,0,"H2","DAPU7"
1942,0,"H2","ENDE"
1942,0,"H2","ERLE"
1942,0,"H2","MUAR"
1942,0,"H2","MUAR2"
1942,0,"H2","MUPO2"
1942,0,"H2","PAHA"
1942,0,"H2","PAOB"
1942,0,"H2","PLMU3"
1942,0,"H2","SCBR2"
1942,0,"H2","SELE6"
1942,0,"H2","SPAI"
1942,0,"H2","SPCO4"
1942,0,"H2","SPCR"
1942,0.00731855,"H2","SPFL2"
1942,0,"H2","SPORO"
1942,0,"H2","UNKG"
1943,0.007663,"H2","ARIST"
1943,0,"H2","ARTE3"
1943,0.0487094,"H2","BOER4"
1943,0,"H2","BOUTE"
1943,0,"H2","CYPER"
1943,0,"H2","DAPU7"
1943,0,"H2","ENDE"
1943,0,"H2","ERLE"
1943,0,"H2","MUAR"
1943,0,"H2","MUAR2"
1943,0,"H2","MUPO2"
1943,0,"H2","PAHA"
1943,0,"H2","PAOB"
1943,0,"H2","PLMU3"
1943,0,"H2","SCBR2"
1943,0,"H2","SELE6"
1943,0,"H2","SPAI"
1943,0,"H2","SPCO4"
1943,0,"H2","SPCR"
1943,0.0043715,"H2","SPFL2"
1943,0,"H2","SPORO"
1943,0,"H2","UNKG"
1944,0.01043199,"H2","ARIST"
1944,0,"H2","ARTE3"
1944,0.05773964,"H2","BOER4"
1944,0,"H2","BOUTE"
1944,0,"H2","CYPER"
1944,0,"H2","DAPU7"
1944,0,"H2","ENDE"
1944,0,"H2","ERLE"
1944,0,"H2","MUAR"
1944,0,"H2","MUAR2"
1944,0,"H2","MUPO2"
1944,0,"H2","PAHA"
1944,0,"H2","PAOB"
1944,0,"H2","PLMU3"
1944,0,"H2","SCBR2"
1944,0,"H2","SELE6"
1944,0,"H2","SPAI"
1944,0,"H2","SPCO4"
1944,0,"H2","SPCR"
1944,0.0010612,"H2","SPFL2"
1944,0,"H2","SPORO"
1944,0,"H2","UNKG"
1945,0.0149105,"H2","ARIST"
1945,0,"H2","ARTE3"
1945,0.0648165,"H2","BOER4"
1945,0,"H2","BOUTE"
1945,0,"H2","CYPER"
1945,0,"H2","DAPU7"
1945,0,"H2","ENDE"
1945,0,"H2","ERLE"
1945,0,"H2","MUAR"
1945,0,"H2","MUAR2"
1945,0,"H2","MUPO2"
1945,0,"H2","PAHA"
1945,0,"H2","PAOB"
1945,0,"H2","PLMU3"
1945,0,"H2","SCBR2"
1945,0,"H2","SELE6"
1945,0,"H2","SPAI"
1945,0,"H2","SPCO4"
1945,0,"H2","SPCR"
1945,0.00371413,"H2","SPFL2"
1945,0,"H2","SPORO"
1945,0,"H2","UNKG"
1946,0.016863,"H2","ARIST"
1946,0,"H2","ARTE3"
1946,0.07974285,"H2","BOER4"
1946,0,"H2","BOUTE"
1946,0,"H2","CYPER"
1946,0,"H2","DAPU7"
1946,0,"H2","ENDE"
1946,0,"H2","ERLE"
1946,0,"H2","MUAR"
1946,0,"H2","MUAR2"
1946,0,"H2","MUPO2"
1946,0,"H2","PAHA"
1946,0,"H2","PAOB"
1946,0,"H2","PLMU3"
1946,0,"H2","SCBR2"
1946,0,"H2","SELE6"
1946,0,"H2","SPAI"
1946,0,"H2","SPCO4"
1946,0,"H2","SPCR"
1946,0.0033155,"H2","SPFL2"
1946,0,"H2","SPORO"
1946,0,"H2","UNKG"
1947,0.0118672,"H2","ARIST"
1947,0,"H2","ARTE3"
1947,0.07187519,"H2","BOER4"
1947,0,"H2","BOUTE"
1947,0,"H2","CYPER"
1947,0,"H2","DAPU7"
1947,0,"H2","ENDE"
1947,0,"H2","ERLE"
1947,0,"H2","MUAR"
1947,0,"H2","MUAR2"
1947,0,"H2","MUPO2"
1947,0,"H2","PAHA"
1947,0,"H2","PAOB"
1947,0,"H2","PLMU3"
1947,0,"H2","SCBR2"
1947,0,"H2","SELE6"
1947,0,"H2","SPAI"
1947,0,"H2","SPCO4"
1947,0,"H2","SPCR"
1947,0.005477,"H2","SPFL2"
1947,0,"H2","SPORO"
1947,0,"H2","UNKG"
1948,0.0059336,"H2","ARIST"
1948,0,"H2","ARTE3"
1948,0.062248065,"H2","BOER4"
1948,7.5e-05,"H2","BOUTE"
1948,0,"H2","CYPER"
1948,0,"H2","DAPU7"
1948,0,"H2","ENDE"
1948,0,"H2","ERLE"
1948,0,"H2","MUAR"
1948,0,"H2","MUAR2"
1948,0,"H2","MUPO2"
1948,0,"H2","PAHA"
1948,0,"H2","PAOB"
1948,0,"H2","PLMU3"
1948,0,"H2","SCBR2"
1948,0,"H2","SELE6"
1948,0,"H2","SPAI"
1948,0,"H2","SPCO4"
1948,0,"H2","SPCR"
1948,0.0027635,"H2","SPFL2"
1948,0,"H2","SPORO"
1948,0,"H2","UNKG"
1949,0,"H2","ARIST"
1949,0,"H2","ARTE3"
1949,0.05262094,"H2","BOER4"
1949,0.00015,"H2","BOUTE"
1949,0,"H2","CYPER"
1949,0,"H2","DAPU7"
1949,0,"H2","ENDE"
1949,0,"H2","ERLE"
1949,0,"H2","MUAR"
1949,0,"H2","MUAR2"
1949,0,"H2","MUPO2"
1949,0,"H2","PAHA"
1949,0,"H2","PAOB"
1949,0,"H2","PLMU3"
1949,0,"H2","SCBR2"
1949,0,"H2","SELE6"
1949,0,"H2","SPAI"
1949,0,"H2","SPCO4"
1949,0,"H2","SPCR"
1949,5e-05,"H2","SPFL2"
1949,0,"H2","SPORO"
1949,0,"H2","UNKG"
1950,0.001604,"H2","ARIST"
1950,0,"H2","ARTE3"
1950,0.05025,"H2","BOER4"
1950,0,"H2","BOUTE"
1950,0,"H2","CYPER"
1950,0,"H2","DAPU7"
1950,0,"H2","ENDE"
1950,0,"H2","ERLE"
1950,0,"H2","MUAR"
1950,0,"H2","MUAR2"
1950,0,"H2","MUPO2"
1950,0,"H2","PAHA"
1950,0,"H2","PAOB"
1950,0,"H2","PLMU3"
1950,0,"H2","SCBR2"
1950,0,"H2","SELE6"
1950,0,"H2","SPAI"
1950,0,"H2","SPCO4"
1950,0,"H2","SPCR"
1950,0,"H2","SPFL2"
1950,0,"H2","SPORO"
1950,0,"H2","UNKG"
1951,0,"H2","ARIST"
1951,0,"H2","ARTE3"
1951,0.02227725,"H2","BOER4"
1951,0,"H2","BOUTE"
1951,0,"H2","CYPER"
1951,0,"H2","DAPU7"
1951,0,"H2","ENDE"
1951,0,"H2","ERLE"
1951,0,"H2","MUAR"
1951,0,"H2","MUAR2"
1951,0,"H2","MUPO2"
1951,0,"H2","PAHA"
1951,0,"H2","PAOB"
1951,0,"H2","PLMU3"
1951,0,"H2","SCBR2"
1951,0,"H2","SELE6"
1951,0,"H2","SPAI"
1951,0,"H2","SPCO4"
1951,0,"H2","SPCR"
1951,0.0009615,"H2","SPFL2"
1951,0,"H2","SPORO"
1951,0,"H2","UNKG"
1952,0,"H2","ARIST"
1952,0,"H2","ARTE3"
1952,0.01199674,"H2","BOER4"
1952,2.5e-05,"H2","BOUTE"
1952,0,"H2","CYPER"
1952,0,"H2","DAPU7"
1952,0,"H2","ENDE"
1952,0,"H2","ERLE"
1952,0,"H2","MUAR"
1952,0,"H2","MUAR2"
1952,0,"H2","MUPO2"
1952,0,"H2","PAHA"
1952,0,"H2","PAOB"
1952,0,"H2","PLMU3"
1952,0,"H2","SCBR2"
1952,0,"H2","SELE6"
1952,0,"H2","SPAI"
1952,0,"H2","SPCO4"
1952,0,"H2","SPCR"
1952,0,"H2","SPFL2"
1952,0,"H2","SPORO"
1952,0,"H2","UNKG"
1953,0,"H2","ARIST"
1953,0,"H2","ARTE3"
1953,0.0125228425,"H2","BOER4"
1953,1.875e-05,"H2","BOUTE"
1953,0,"H2","CYPER"
1953,0,"H2","DAPU7"
1953,0,"H2","ENDE"
1953,0,"H2","ERLE"
1953,0,"H2","MUAR"
1953,0,"H2","MUAR2"
1953,0,"H2","MUPO2"
1953,0,"H2","PAHA"
1953,0,"H2","PAOB"
1953,0,"H2","PLMU3"
1953,0,"H2","SCBR2"
1953,0,"H2","SELE6"
1953,0,"H2","SPAI"
1953,0,"H2","SPCO4"
1953,0,"H2","SPCR"
1953,0,"H2","SPFL2"
1953,0,"H2","SPORO"
1953,0,"H2","UNKG"
1954,0,"H2","ARIST"
1954,0,"H2","ARTE3"
1954,0.013048945,"H2","BOER4"
1954,1.25e-05,"H2","BOUTE"
1954,0,"H2","CYPER"
1954,0,"H2","DAPU7"
1954,0,"H2","ENDE"
1954,0,"H2","ERLE"
1954,0,"H2","MUAR"
1954,0,"H2","MUAR2"
1954,0,"H2","MUPO2"
1954,0,"H2","PAHA"
1954,0,"H2","PAOB"
1954,0,"H2","PLMU3"
1954,0,"H2","SCBR2"
1954,0,"H2","SELE6"
1954,0,"H2","SPAI"
1954,0,"H2","SPCO4"
1954,0,"H2","SPCR"
1954,0,"H2","SPFL2"
1954,0,"H2","SPORO"
1954,0,"H2","UNKG"
1955,0,"H2","ARIST"
1955,0,"H2","ARTE3"
1955,0.0135750475,"H2","BOER4"
1955,6.25e-06,"H2","BOUTE"
1955,0,"H2","CYPER"
1955,0,"H2","DAPU7"
1955,0,"H2","ENDE"
1955,0,"H2","ERLE"
1955,0,"H2","MUAR"
1955,0,"H2","MUAR2"
1955,0,"H2","MUPO2"
1955,0,"H2","PAHA"
1955,0,"H2","PAOB"
1955,0,"H2","PLMU3"
1955,0,"H2","SCBR2"
1955,0,"H2","SELE6"
1955,0,"H2","SPAI"
1955,0,"H2","SPCO4"
1955,0,"H2","SPCR"
1955,0,"H2","SPFL2"
1955,0,"H2","SPORO"
1955,0,"H2","UNKG"
1956,0,"H2","ARIST"
1956,0,"H2","ARTE3"
1956,0.01410115,"H2","BOER4"
1956,0,"H2","BOUTE"
1956,0,"H2","CYPER"
1956,0,"H2","DAPU7"
1956,0,"H2","ENDE"
1956,0,"H2","ERLE"
1956,0,"H2","MUAR"
1956,0,"H2","MUAR2"
1956,0,"H2","MUPO2"
1956,0,"H2","PAHA"
1956,0,"H2","PAOB"
1956,0,"H2","PLMU3"
1956,0,"H2","SCBR2"
1956,0,"H2","SELE6"
1956,0,"H2","SPAI"
1956,0,"H2","SPCO4"
1956,0,"H2","SPCR"
1956,0,"H2","SPFL2"
1956,0,"H2","SPORO"
1956,0,"H2","UNKG"
1957,0,"H2","ARIST"
1957,0,"H2","ARTE3"
1957,0.0105355,"H2","BOER4"
1957,0,"H2","BOUTE"
1957,0,"H2","CYPER"
1957,0,"H2","DAPU7"
1957,0,"H2","ENDE"
1957,0,"H2","ERLE"
1957,0,"H2","MUAR"
1957,0,"H2","MUAR2"
1957,0,"H2","MUPO2"
1957,0,"H2","PAHA"
1957,0.000175,"H2","PAOB"
1957,0,"H2","PLMU3"
1957,0,"H2","SCBR2"
1957,0,"H2","SELE6"
1957,0,"H2","SPAI"
1957,0,"H2","SPCO4"
1957,0,"H2","SPCR"
1957,0,"H2","SPFL2"
1957,0,"H2","SPORO"
1957,0,"H2","UNKG"
1958,0,"H2","ARIST"
1958,0,"H2","ARTE3"
1958,0.014804,"H2","BOER4"
1958,0,"H2","BOUTE"
1958,0,"H2","CYPER"
1958,0,"H2","DAPU7"
1958,0,"H2","ENDE"
1958,0,"H2","ERLE"
1958,0,"H2","MUAR"
1958,0,"H2","MUAR2"
1958,0,"H2","MUPO2"
1958,0,"H2","PAHA"
1958,0,"H2","PAOB"
1958,0,"H2","PLMU3"
