PRISM Time Series Data
Location:  Lat: 32.6193   Lon: -106.7418   Elev: 1319m
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 1895-01 - 2020-01
Dataset: AN81m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2021-Aug-06
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),tdmean (degrees C),vpdmin (hPa),vpdmax (hPa)
1961-07,52.39,15.3,25.3,35.3,9.6,4.54,46.16
1961-08,79.80,15.5,24.4,33.4,11.0,3.70,39.47
1961-09,71.26,11.4,20.5,29.5,8.1,2.64,30.42
1961-10,0.34,1.9,14.2,26.5,-2.1,2.01,29.36
1961-11,39.95,-1.1,7.0,15.0,-2.2,0.82,12.05
1961-12,19.50,-2.6,5.3,13.2,-4.8,0.98,10.98
1962-01,16.38,-5.6,2.8,11.3,-7.6,0.98,10.47
1962-02,9.98,-0.8,9.0,18.7,-4.7,1.69,17.62
1962-03,2.58,-2.3,7.3,16.9,-9.3,1.96,16.95
1962-04,9.28,6.0,16.1,26.3,-5.8,4.91,30.42
1962-05,0.00,7.6,18.6,29.7,-7.8,7.15,38.40
1962-06,2.05,11.7,22.6,33.5,-0.9,6.93,45.74
1962-07,114.57,16.9,24.7,32.5,11.3,4.25,36.01
1962-08,13.77,15.1,25.1,35.2,6.7,6.53,47.24
1962-09,80.71,13.4,21.2,29.0,10.5,2.36,27.95
1962-10,32.90,6.7,16.1,25.4,3.4,2.10,24.91
1962-11,5.93,0.6,10.3,20.0,-3.0,1.85,18.49
1962-12,28.20,-2.6,5.5,13.6,-2.9,0.61,10.50
1963-01,0.00,-6.9,3.1,13.0,-10.2,1.17,12.46
1963-02,9.86,-2.3,8.1,18.5,-5.4,1.60,18.32
1963-03,0.00,-0.8,10.1,20.9,-9.7,2.65,21.82
1963-04,1.97,4.7,15.5,26.3,-8.1,4.67,30.69
1963-05,0.00,9.2,19.8,30.5,-3.0,5.95,38.19
1963-06,4.51,12.7,23.4,34.0,-1.3,8.25,47.24
1963-07,17.73,18.6,27.8,37.0,9.9,7.83,50.55
1963-08,47.80,16.4,24.7,32.9,13.2,2.66,35.72
1963-09,34.21,13.1,21.8,30.4,10.4,2.05,30.58
1963-10,18.53,5.9,17.2,28.4,2.3,2.55,31.24
1963-11,9.12,-0.6,9.9,20.4,-3.1,1.30,19.35
1963-12,0.00,-9.3,3.0,15.3,-9.6,0.60,13.69
1964-01,0.00,-9.2,1.2,11.6,-14.0,1.31,11.52
1964-02,3.09,-11.1,1.7,14.5,-12.7,0.53,14.28
1964-03,10.45,-3.3,8.2,19.6,-11.1,2.00,20.09
1964-04,3.38,1.3,13.3,25.3,-9.2,3.21,29.29
1964-05,13.64,7.2,19.0,30.9,-5.2,5.10,39.52
1964-06,0.00,11.7,23.1,34.5,-0.5,6.87,48.21
1964-07,28.96,16.4,26.2,36.0,10.0,5.01,48.17
1964-08,51.58,14.0,24.2,34.5,10.2,2.73,42.74
1964-09,44.06,12.9,21.1,29.4,8.8,3.40,30.24
1964-10,1.20,2.0,14.4,26.9,-1.5,1.79,29.44
1964-11,0.00,-3.1,8.4,20.0,-6.6,1.46,19.56
1964-12,3.43,-6.1,4.2,14.5,-7.0,0.88,12.89
1965-01,7.10,-4.0,6.0,16.1,-5.3,0.78,14.05
1965-02,9.61,-4.9,5.3,15.4,-8.4,1.28,14.35
1965-03,8.32,-1.6,8.8,19.3,-9.1,2.54,19.47
1965-04,0.00,3.1,14.5,26.0,-7.2,3.35,30.16
1965-05,2.52,8.2,19.1,29.9,-5.5,6.01,37.95
1965-06,12.95,11.7,22.7,33.7,-0.8,6.64,46.41
1965-07,29.19,17.6,26.4,35.2,8.5,7.48,46.38
1965-08,49.77,16.7,25.6,34.5,10.0,5.83,42.90
1965-09,38.44,13.1,21.7,30.4,7.8,4.00,33.00
1965-10,11.87,3.6,15.3,26.9,-1.8,2.17,30.20
1965-11,0.00,0.4,11.3,22.1,-4.4,1.80,21.94
1965-12,34.61,-3.0,5.0,13.1,-3.5,0.69,10.44
1966-01,10.23,-7.6,2.1,11.9,-8.3,0.70,10.49
1966-02,6.11,-6.5,3.8,14.1,-9.1,0.97,13.16
1966-03,7.79,-1.8,10.0,21.8,-10.1,2.18,23.68
1966-04,7.45,4.4,15.1,25.9,-5.8,3.96,29.85
1966-05,1.70,9.2,20.3,31.4,-0.7,4.99,40.77
1966-06,65.18,13.4,23.9,34.4,3.8,6.29,47.13
1966-07,21.23,18.6,27.8,37.0,12.1,5.82,49.17
1966-08,55.37,16.8,25.1,33.4,12.9,3.68,37.48
1966-09,31.75,12.6,21.3,30.1,10.1,2.06,30.90
1966-10,5.85,3.4,14.5,25.5,-1.5,2.04,27.35
1966-11,1.95,-0.3,10.5,21.3,-4.6,1.69,21.24
1966-12,1.50,-7.0,3.7,14.5,-9.8,1.02,13.59
1967-01,0.00,-9.8,2.8,15.4,-12.8,0.89,15.43
1967-02,8.20,-3.6,6.9,17.5,-10.4,2.02,18.55
1967-03,1.31,1.8,12.9,23.9,-8.2,3.35,28.15
1967-04,0.00,5.0,15.6,26.1,-9.5,5.21,32.00
1967-05,10.67,6.6,17.9,29.3,-7.8,5.38,38.68
1967-06,37.12,14.8,24.0,33.3,2.7,7.95,46.59
1967-07,18.86,18.1,26.4,34.6,11.2,6.38,45.76
1967-08,48.56,16.1,24.5,32.9,10.9,4.68,38.82
1967-09,43.09,13.2,21.4,29.6,9.1,3.26,30.59
1967-10,0.00,4.0,15.4,26.7,-1.0,2.07,30.11
1967-11,25.90,-0.3,9.8,20.0,-4.7,1.74,19.24
1967-12,25.46,-3.6,3.6,10.9,-6.3,1.23,9.19
1968-01,14.05,-3.8,4.6,12.9,-4.7,0.78,10.93
1968-02,18.25,-1.1,8.3,17.7,-3.2,1.17,15.24
1968-03,27.04,0.2,9.3,18.4,-4.2,1.76,17.00
1968-04,4.65,2.5,12.7,23.0,-6.3,3.16,24.59
1968-05,0.00,6.7,18.3,29.8,-4.9,4.72,37.77
1968-06,0.00,12.6,24.0,35.3,2.3,6.04,50.38
1968-07,59.51,16.8,24.7,32.6,11.2,4.72,36.85
1968-08,60.12,15.5,23.4,31.3,12.3,2.76,32.33
1968-09,21.36,9.7,20.2,30.7,4.6,2.96,35.93
1968-10,6.57,3.7,15.7,27.8,-0.1,1.55,31.70
1968-11,31.27,-1.5,8.2,17.9,-4.1,1.24,16.18
1968-12,9.71,-7.1,3.2,13.5,-9.2,0.85,12.49
1969-01,11.26,-2.8,6.7,16.2,-4.4,0.88,14.14
1969-02,3.86,-3.7,6.4,16.4,-8.0,1.35,15.43
1969-03,0.89,-4.7,6.8,18.2,-9.0,1.39,17.90
1969-04,0.99,3.9,15.4,27.0,-6.5,3.78,32.06
1969-05,14.26,7.9,19.3,30.7,-2.2,4.63,39.99
1969-06,11.23,13.7,24.1,34.5,2.0,7.21,48.30
1969-07,65.54,19.3,27.3,35.3,12.1,6.90,44.80
1969-08,41.26,18.3,27.2,36.2,11.3,6.59,47.60
1969-09,29.96,13.0,21.9,30.8,10.3,2.25,32.40
1969-10,28.17,7.0,16.0,25.0,2.4,2.59,24.61
1969-11,3.50,-0.6,8.4,17.3,-4.5,1.56,15.70
1969-12,35.48,-4.1,5.3,14.7,-4.1,0.66,12.55
1970-01,0.00,-7.6,3.4,14.4,-8.2,0.64,13.05
1970-02,9.24,-3.5,6.5,16.5,-5.3,1.06,14.95
1970-03,13.52,-1.3,8.2,17.6,-6.2,1.83,16.61
1970-04,0.00,1.0,12.4,23.8,-9.7,3.25,26.56
1970-05,0.00,7.0,18.5,30.0,-5.3,4.53,38.44
1970-06,2.80,13.2,23.3,33.3,1.6,6.99,44.59
1970-07,74.24,18.2,26.4,34.6,10.4,6.98,43.34
1970-08,17.59,16.6,25.4,34.2,11.0,4.87,41.49
1970-09,8.46,11.6,21.0,30.4,8.5,2.34,32.57
1970-10,20.31,2.2,12.3,22.5,-0.2,1.65,21.70
1970-11,0.00,-3.3,8.1,19.5,-8.8,1.58,19.62
1970-12,12.30,-3.7,6.2,16.1,-8.9,1.57,15.38
1971-01,2.77,-6.9,4.2,15.4,-9.0,0.78,14.47
1971-02,0.00,-5.0,6.1,17.2,-10.0,1.53,16.97
1971-03,0.00,-0.4,10.8,22.0,-11.7,3.05,24.09
1971-04,8.95,3.2,13.4,23.7,-7.8,3.79,26.25
1971-05,0.00,7.7,18.1,28.6,-6.6,6.09,35.92
1971-06,6.06,13.4,23.9,34.4,-1.1,8.00,48.81
1971-07,33.54,17.0,26.1,35.3,9.7,5.95,45.39
1971-08,47.01,16.3,24.2,32.1,12.4,3.46,33.75
1971-09,28.58,12.8,21.9,31.0,6.6,4.28,35.83
1971-10,42.08,5.8,14.5,23.2,2.7,1.76,21.60
1971-11,16.25,-0.2,8.9,18.1,-4.2,1.52,16.51
1971-12,25.50,-3.2,4.3,11.8,-4.1,0.70,9.58
1972-01,8.70,-5.8,4.7,15.2,-8.4,1.00,14.24
1972-02,1.19,-5.2,6.2,17.5,-9.2,1.22,16.99
1972-03,0.00,2.0,13.3,24.5,-7.6,2.95,27.84
1972-04,0.00,1.3,14.0,26.6,-10.2,2.92,32.32
1972-05,12.77,6.6,18.0,29.4,-6.9,5.05,37.95
1972-06,42.83,14.6,23.7,32.8,5.6,6.11,41.12
1972-07,49.42,17.6,26.2,34.8,9.9,6.63,43.36
1972-08,94.79,16.5,24.2,31.9,12.7,3.52,33.42
1972-09,25.72,12.6,20.8,29.0,11.3,1.28,27.39
1972-10,71.09,8.8,16.9,25.1,6.2,1.90,22.84
1972-11,15.83,-3.8,5.8,15.4,-3.8,0.50,12.86
1972-12,18.10,-4.8,4.5,13.7,-6.9,0.96,12.32
1973-01,27.79,-6.4,2.3,11.1,-5.6,0.42,9.61
1973-02,33.35,-2.5,5.2,12.9,-2.7,0.57,10.12
1973-03,11.39,-0.7,8.4,17.5,-3.4,1.04,15.52
1973-04,0.00,0.0,10.8,21.7,-6.3,2.07,22.54
1973-05,9.79,6.6,17.4,28.1,-0.9,3.38,33.55
1973-06,22.21,11.5,22.5,33.6,2.2,5.05,44.47
1973-07,59.65,16.5,25.2,33.9,11.7,4.39,40.29
1973-08,51.69,14.1,24.0,33.8,9.9,3.02,41.47
1973-09,0.00,10.5,21.4,32.2,5.9,2.92,39.78
1973-10,2.99,3.3,15.3,27.2,-2.2,2.20,31.68
1973-11,0.89,-2.5,9.4,21.3,-7.3,1.49,21.95
1973-12,0.00,-8.7,3.9,16.5,-10.8,0.92,16.15
1974-01,18.96,-5.3,4.7,14.7,-6.5,0.82,13.21
1974-02,0.00,-6.5,4.8,16.1,-12.2,1.46,16.06
1974-03,2.35,1.6,12.8,23.9,-7.1,3.23,26.02
1974-04,0.00,3.7,14.6,25.5,-8.1,4.46,28.99
1974-05,0.00,8.9,20.1,31.3,-3.0,5.33,40.87
1974-06,2.74,13.7,25.2,36.6,-0.3,9.05,54.63
1974-07,113.54,16.8,25.0,33.2,10.6,5.13,38.80
1974-08,73.24,14.6,22.9,31.1,11.2,2.87,32.86
1974-09,61.77,11.3,19.8,28.3,8.0,2.83,29.25
1974-10,83.13,7.4,15.6,23.8,6.6,1.16,20.29
1974-11,8.67,-1.7,8.1,17.9,-2.3,0.71,15.19
1974-12,20.22,-6.4,2.5,11.5,-7.5,0.63,10.21
1975-01,10.22,-5.9,3.5,12.8,-6.2,0.44,11.57
1975-02,11.24,-4.2,5.6,15.5,-6.0,0.82,13.97
1975-03,10.24,-1.2,9.1,19.3,-6.9,1.91,19.63
1975-04,0.57,0.1,11.1,22.2,-8.8,2.56,24.59
1975-05,1.99,4.7,16.3,27.9,-6.8,4.14,34.37
1975-06,0.00,10.7,22.9,35.0,-1.3,6.39,50.90
1975-07,63.92,16.9,25.0,33.2,12.3,3.58,38.12
1975-08,29.16,15.7,25.0,34.4,9.9,4.95,43.08
1975-09,72.53,11.7,20.4,29.1,8.7,2.50,29.65
1975-10,11.95,3.4,14.8,26.1,-0.8,2.34,28.36
1975-11,9.92,-3.7,8.0,19.8,-8.2,1.66,20.38
1975-12,7.81,-7.0,3.7,14.4,-7.4,0.50,13.19
1976-01,3.33,-8.4,2.8,13.9,-8.4,0.55,13.00
1976-02,15.24,-1.5,8.7,19.0,-6.3,1.65,17.95
1976-03,0.00,-0.6,10.0,20.7,-10.0,2.96,21.50
1976-04,11.37,4.4,14.7,25.0,-6.3,3.92,28.36
1976-05,15.64,7.4,18.1,28.8,-0.3,3.36,34.09
1976-06,25.18,12.9,23.7,34.4,1.5,6.86,47.16
1976-07,40.58,15.7,24.6,33.6,12.3,2.36,38.74
1976-08,22.76,14.0,24.3,34.5,9.8,3.21,43.40
1976-09,78.86,11.2,20.1,29.1,10.2,0.73,28.74
1976-10,27.68,2.3,12.5,22.7,0.6,1.11,21.28
1976-11,18.37,-4.5,6.0,16.5,-3.7,0.37,14.97
1976-12,4.94,-9.0,1.9,12.8,-7.6,0.04,11.01
1977-01,17.25,-5.0,4.1,13.2,-6.2,0.81,11.25
1977-02,3.03,-3.5,6.7,16.9,-7.5,1.45,16.02
1977-03,8.85,-2.5,7.8,18.1,-10.9,2.32,18.26
1977-04,6.71,3.7,14.1,24.5,-3.4,2.83,26.53
1977-05,6.58,7.1,18.1,29.2,-4.2,4.50,36.10
1977-06,4.14,14.6,25.1,35.6,4.2,7.61,50.55
1977-07,47.98,16.6,25.9,35.2,11.8,3.83,44.25
1977-08,50.60,17.1,26.3,35.5,12.5,4.03,44.37
1977-09,8.96,13.4,23.2,32.9,8.6,3.61,39.15
1977-10,26.62,6.5,16.3,26.1,3.8,1.76,25.97
1977-11,5.18,-2.8,9.2,21.1,-4.4,0.92,20.98
1977-12,7.42,-3.3,6.5,16.3,-8.0,1.60,15.08
1978-01,14.50,-4.4,4.8,14.0,-4.8,0.63,12.01
1978-02,15.47,-3.3,6.0,15.3,-4.3,0.64,13.44
1978-03,3.72,0.3,11.0,21.6,-3.7,1.62,21.65
1978-04,0.88,3.3,15.3,27.3,-5.9,3.48,32.93
1978-05,25.51,7.3,18.6,30.0,-3.0,4.59,38.04
1978-06,33.06,13.5,24.7,35.9,1.9,7.84,53.10
1978-07,20.30,18.5,27.6,36.8,8.9,8.65,51.57
1978-08,75.04,15.1,24.2,33.3,10.3,3.80,39.44
1978-09,53.24,13.2,20.4,27.6,9.4,2.93,26.09
1978-10,38.55,5.8,15.7,25.5,4.2,1.37,25.53
1978-11,72.43,3.1,10.2,17.2,2.6,0.81,12.31
1978-12,22.61,-4.8,3.5,11.8,-4.7,0.60,9.72
1979-01,24.37,-5.4,2.5,10.3,-5.1,0.41,8.10
1979-02,8.35,-4.5,5.1,14.7,-4.8,0.55,12.90
1979-03,0.00,-2.7,8.4,19.5,-6.1,1.05,18.96
1979-04,8.46,1.4,12.8,24.3,-4.7,2.00,26.49
1979-05,16.02,7.1,17.3,27.5,1.2,3.05,30.19
1979-06,10.02,12.2,22.7,33.2,4.9,5.25,42.82
1979-07,36.94,16.1,26.1,36.1,10.0,5.31,48.63
1979-08,75.27,13.1,22.9,32.6,12.4,1.40,36.03
1979-09,37.77,11.9,20.9,29.9,7.8,3.63,32.64
1979-10,0.00,1.5,14.2,26.9,-1.5,1.73,30.55
1979-11,0.00,-6.7,4.8,16.4,-7.3,0.36,14.81
1979-12,27.93,-8.2,3.0,14.3,-7.0,0.07,12.31
1980-01,22.89,-3.5,5.7,14.8,-3.7,0.49,11.84
1980-02,23.85,-3.7,6.4,16.4,-3.1,0.16,13.96
1980-03,2.34,-1.2,9.1,19.4,-7.2,2.02,19.09
1980-04,6.16,0.4,12.0,23.6,-6.5,2.45,25.95
1980-05,23.03,6.3,17.2,28.2,-2.0,3.44,33.40
1980-06,0.00,11.9,24.9,37.8,-0.9,6.52,59.99
1980-07,13.02,18.4,27.8,37.2,8.4,8.99,52.78
1980-08,44.10,16.3,25.3,34.2,10.9,4.59,41.94
1980-09,53.19,12.7,21.5,30.3,9.9,2.10,32.01
1980-10,10.49,3.8,13.5,23.2,0.9,1.48,23.00
1980-11,4.49,-2.4,7.7,17.8,-5.0,1.39,17.57
1980-12,8.23,-6.7,5.2,17.1,-4.6,0.00,15.25
1981-01,14.08,-4.1,4.6,13.4,-5.0,0.46,11.08
1981-02,1.15,-7.0,5.4,17.8,-9.1,0.75,17.34
1981-03,10.77,-0.6,8.9,18.5,-5.0,1.21,17.22
1981-04,4.93,6.6,16.2,25.8,-4.1,4.20,28.71
1981-05,27.55,9.5,19.0,28.6,-1.4,4.90,33.12
1981-06,25.39,13.6,24.9,36.2,2.9,5.91,52.23
1981-07,39.54,18.0,26.7,35.4,10.8,5.46,45.14
1981-08,60.32,15.4,23.7,32.1,11.9,2.14,33.91
1981-09,51.29,12.2,21.2,30.2,8.7,2.12,31.92
1981-10,11.91,5.9,15.2,24.6,1.9,1.76,23.51
1981-11,14.09,-1.0,10.1,21.2,-7.2,1.89,21.64
1981-12,1.95,-5.5,5.7,16.9,-6.7,0.67,15.77
1982-01,21.43,-6.0,4.2,14.3,-7.3,0.80,13.05
1982-02,5.37,-2.4,7.0,16.5,-5.8,1.50,14.93
1982-03,0.32,-0.0,10.3,20.7,-8.0,2.64,21.18
1982-04,0.28,6.7,15.8,24.9,-7.5,6.18,28.19
1982-05,9.89,6.0,17.2,28.5,-5.5,3.50,34.79
1982-06,3.60,10.7,22.7,34.8,-2.2,5.84,50.32
1982-07,61.27,17.6,26.6,35.6,8.9,6.58,45.60
1982-08,46.37,17.6,25.9,34.2,12.2,3.84,37.84
1982-09,40.69,13.6,21.9,30.3,8.6,3.18,31.15
1982-10,0.00,3.8,14.3,24.9,-2.1,2.18,25.37
1982-11,15.90,0.2,8.3,16.4,-4.6,1.55,14.34
1982-12,44.99,-4.1,3.4,11.0,-5.7,0.34,9.02
1983-01,23.58,-3.8,4.2,12.1,-6.2,0.87,9.65
1983-02,13.34,-1.7,6.9,15.5,-5.4,1.06,13.09
1983-03,3.71,0.5,9.8,19.1,-5.0,1.79,17.85
1983-04,22.03,2.1,11.0,20.0,-5.7,2.78,20.74
1983-05,8.16,5.1,16.1,27.2,-3.2,2.77,30.63
1983-06,11.83,10.0,21.6,33.3,-1.1,5.28,44.97
1983-07,20.06,15.5,25.6,35.6,7.4,5.44,46.70
1983-08,37.36,16.2,25.3,34.4,10.4,4.14,40.82
1983-09,29.36,14.1,23.3,32.6,8.4,3.75,37.51
1983-10,33.11,6.8,15.6,24.5,4.9,0.69,21.15
1983-11,38.27,1.0,9.6,18.3,-3.1,1.39,15.33
1983-12,4.50,-4.3,4.6,13.5,-8.0,1.23,11.48
1984-01,12.92,-4.7,4.6,13.9,-7.5,0.89,11.19
1984-02,0.00,-4.5,6.0,16.5,-12.1,1.82,15.67
1984-03,7.44,0.1,10.4,20.8,-8.4,2.79,20.93
1984-04,0.00,4.4,14.2,24.0,-8.1,4.80,26.23
1984-05,25.58,11.2,21.6,31.9,-1.3,6.51,41.33
1984-06,29.71,14.9,23.7,32.5,5.8,5.41,39.00
1984-07,26.98,17.3,25.7,34.0,9.7,5.36,40.67
1984-08,162.31,15.5,23.6,31.7,13.1,0.23,30.87
1984-09,7.81,10.4,20.7,30.9,6.6,2.08,34.02
1984-10,58.25,6.2,13.7,21.2,3.0,1.61,17.38
1984-11,23.33,-2.6,7.9,18.3,-4.7,0.51,17.25
1984-12,59.94,-3.1,4.6,12.4,-3.1,0.14,8.80
1985-01,36.64,-4.1,3.3,10.8,-6.7,0.84,8.92
1985-02,2.45,-4.0,5.5,15.1,-7.7,1.05,14.13
1985-03,12.90,0.5,10.2,19.9,-5.3,1.86,19.21
1985-04,14.14,4.1,15.0,25.8,-2.7,2.68,27.98
1985-05,1.73,7.2,18.7,30.3,-1.6,3.79,37.34
1985-06,4.16,13.6,23.6,33.7,2.8,6.14,44.55
1985-07,15.49,14.5,25.4,36.3,8.2,3.85,49.18
1985-08,96.55,14.6,24.5,34.3,10.9,2.08,40.94
1985-09,57.40,10.1,20.0,29.9,7.8,1.48,31.30
1985-10,73.75,6.2,14.9,23.5,4.7,0.64,19.84
1985-11,4.41,-1.1,8.9,19.0,-4.3,1.06,17.19
1985-12,4.66,-5.3,5.2,15.6,-8.6,1.11,14.14
1986-01,0.00,-8.1,4.4,16.8,-8.5,0.45,15.24
1986-02,6.36,-0.8,8.8,18.4,-4.9,1.70,17.53
1986-03,6.50,0.3,10.8,21.2,-5.7,1.45,21.35
1986-04,0.00,4.9,15.7,26.5,-4.6,4.08,30.03
1986-05,17.87,7.4,18.4,29.4,-3.3,4.58,35.90
1986-06,72.00,15.3,23.8,32.2,7.4,5.28,36.71
1986-07,52.20,16.6,24.7,32.8,11.7,3.14,35.89
1986-08,55.92,17.3,25.4,33.4,12.2,3.88,36.32
1986-09,11.27,11.6,20.7,29.7,8.5,1.97,30.53
1986-10,32.23,4.4,14.1,23.7,3.4,0.78,21.83
1986-11,56.19,-0.2,7.9,15.9,-0.8,0.59,12.23
1986-12,44.34,-3.9,3.7,11.3,-3.0,0.34,8.12
1987-01,7.60,-5.8,3.5,12.9,-7.7,0.86,12.07
1987-02,7.95,-5.6,5.0,15.6,-4.4,0.12,13.97
1987-03,6.36,-3.1,7.5,18.0,-5.6,0.99,17.19
1987-04,1.40,3.5,13.3,23.0,-3.7,2.80,24.01
1987-05,2.64,6.9,17.2,27.6,0.4,2.68,31.02
1987-06,33.79,12.5,22.9,33.4,2.9,5.22,43.79
1987-07,14.39,15.1,24.8,34.5,6.0,6.05,44.90
1987-08,116.26,15.4,24.1,32.7,11.7,2.60,37.04
1987-09,12.09,10.8,19.9,28.9,7.9,1.73,29.48
1987-10,6.26,7.4,17.2,27.0,2.9,2.58,27.93
1987-11,7.18,-3.6,7.2,18.0,-3.9,0.57,15.96
1987-12,47.33,-7.8,1.9,11.5,-6.6,0.46,10.93
1988-01,3.92,-6.8,2.6,12.1,-7.1,0.40,10.73
1988-02,29.09,-3.9,6.3,16.5,-4.3,0.52,15.01
1988-03,3.10,-3.6,8.6,20.7,-10.3,1.73,21.28
1988-04,12.31,3.2,13.4,23.6,-4.4,3.13,25.27
1988-05,3.99,6.9,18.2,29.4,-2.6,4.44,36.41
1988-06,19.25,14.2,23.6,33.0,4.7,7.04,42.05
1988-07,63.57,17.1,25.2,33.3,12.3,3.68,37.82
1988-08,66.89,17.1,24.1,31.0,15.1,1.63,29.06
1988-09,15.88,9.8,19.8,29.9,7.3,1.44,32.37
1988-10,22.13,7.5,17.2,26.8,3.8,2.63,27.34
1988-11,2.61,-1.9,9.2,20.3,-6.5,2.15,21.00
1988-12,20.53,-5.4,3.3,12.0,-7.1,0.84,10.43
1989-01,11.68,-6.4,3.5,13.3,-8.3,0.78,11.89
1989-02,11.89,-1.7,7.4,16.6,-4.6,1.14,15.69
1989-03,15.68,0.7,11.9,23.0,-6.1,2.23,25.44
1989-04,0.00,4.7,16.4,28.2,-6.1,4.41,34.94
1989-05,6.28,8.1,19.6,31.1,-4.5,5.00,41.19
1989-06,0.00,13.1,24.0,34.9,-1.3,8.62,50.24
1989-07,36.87,18.0,26.3,34.7,9.7,6.43,43.79
1989-08,82.40,16.6,24.4,32.1,13.2,2.31,33.92
1989-09,40.44,12.2,21.1,30.1,7.9,3.01,32.53
1989-10,13.68,2.8,14.5,26.1,0.1,1.41,28.25
1989-11,1.70,-3.2,8.3,19.8,-8.8,1.80,19.74
1989-12,15.89,-8.4,2.4,13.2,-9.7,0.71,12.02
1990-01,5.36,-7.6,2.9,13.4,-8.5,0.53,12.23
1990-02,6.31,-5.6,5.0,15.6,-7.9,1.17,14.96
1990-03,12.65,0.1,9.9,19.6,-4.8,1.85,19.33
1990-04,20.13,6.8,16.1,25.3,-2.4,4.15,27.96
1990-05,13.61,8.9,18.8,28.7,-3.3,6.23,35.35
1990-06,0.00,16.2,26.6,36.9,3.0,10.22,54.64
1990-07,68.38,17.7,25.1,32.6,13.0,3.62,35.52
1990-08,50.16,15.0,22.8,30.7,12.4,2.11,31.15
1990-09,44.73,13.9,21.7,29.6,12.1,1.37,28.33
1990-10,16.75,3.7,14.4,25.2,2.1,0.94,24.70
1990-11,15.73,-0.5,9.2,18.9,-1.3,0.80,16.54
1990-12,16.39,-5.1,4.0,13.1,-6.9,0.83,11.29
1991-01,5.67,-4.8,3.6,12.0,-4.4,0.22,9.24
1991-02,19.96,-2.6,7.2,16.9,-4.1,0.60,14.76
1991-03,7.73,-1.0,8.5,18.0,-7.1,1.83,17.35
1991-04,0.00,2.1,13.5,24.9,-9.6,3.59,28.19
1991-05,2.54,7.8,18.9,30.0,-6.7,5.87,38.52
1991-06,3.11,11.6,22.3,33.1,0.3,5.64,44.71
1991-07,94.33,17.3,24.6,31.8,12.4,3.06,33.27
1991-08,87.26,16.6,24.3,32.0,13.8,1.73,32.10
1991-09,31.02,12.1,20.1,28.0,9.8,1.35,26.11
1991-10,16.05,3.9,15.4,26.8,-0.1,1.84,29.85
1991-11,14.62,-2.0,7.3,16.5,-4.1,0.84,14.17
1991-12,99.45,-4.2,3.5,11.3,-2.3,0.04,7.78
1992-01,34.48,-5.7,2.0,9.8,-5.3,0.18,7.89
1992-02,5.74,-3.3,6.0,15.4,-3.2,0.30,12.50
1992-03,11.39,-1.0,9.4,19.8,-4.6,1.01,19.27
1992-04,19.01,4.9,15.5,26.1,-1.3,2.42,29.36
1992-05,88.91,9.9,18.3,26.6,5.6,2.17,26.87
1992-06,2.12,11.8,22.4,32.9,3.3,4.59,42.82
1992-07,28.05,15.6,25.1,34.7,9.5,4.07,43.91
1992-08,39.65,16.0,24.6,33.1,11.7,2.78,37.78
1992-09,23.68,11.9,21.8,31.6,6.1,3.90,37.24
1992-10,39.80,4.7,15.8,27.0,-0.4,2.30,29.04
1992-11,0.00,-4.4,6.0,16.4,-7.5,1.21,15.52
1992-12,33.78,-3.8,3.8,11.5,-3.9,0.48,8.94
1993-01,41.26,-0.8,6.1,13.0,-2.4,0.69,9.60
1993-02,6.07,-2.3,6.9,16.2,-4.0,0.60,14.00
1993-03,5.87,-1.4,9.8,21.0,-5.5,1.18,21.57
1993-04,2.17,2.7,14.2,25.6,-7.0,3.37,29.50
1993-05,5.67,8.3,18.7,29.1,-0.5,3.24,34.51
1993-06,10.77,13.1,23.9,34.6,0.8,6.73,48.96
1993-07,84.67,17.2,25.9,34.6,9.8,5.38,43.47
1993-08,47.89,16.9,25.0,33.2,12.7,2.55,36.66
1993-09,7.62,10.9,20.5,30.1,6.7,2.00,32.65
1993-10,18.54,3.7,14.2,24.8,1.0,1.41,25.59
1993-11,8.67,-2.5,7.4,17.3,-6.1,1.39,15.66
1993-12,17.77,-6.9,3.4,13.7,-8.3,0.62,12.31
1994-01,5.10,-7.4,3.9,15.2,-9.5,0.62,14.05
1994-02,6.97,-5.3,5.2,15.7,-8.4,0.97,14.97
1994-03,9.24,-0.2,10.4,21.1,-3.9,1.23,20.87
1994-04,4.20,3.2,14.5,25.9,-6.6,3.51,29.69
1994-05,7.65,8.8,19.4,30.0,-0.5,4.28,36.70
1994-06,6.47,16.4,26.7,36.9,3.3,9.11,54.82
1994-07,48.37,19.0,27.7,36.4,7.2,9.49,51.05
1994-08,36.21,18.7,27.1,35.6,10.0,7.02,46.03
1994-09,28.28,12.8,22.0,31.3,7.5,2.98,34.92
1994-10,17.23,4.9,15.1,25.4,0.5,2.07,26.47
1994-11,32.19,1.6,9.6,17.7,-3.7,1.95,15.46
1994-12,32.03,-2.2,6.0,14.1,-3.4,0.57,10.89
1995-01,22.69,-3.4,4.7,12.9,-5.5,0.76,11.10
